timestamp_unix,timestamp_utc,timestamp_ist,pm2_5,pm10,temp_c,humidity,co,no,no2,o3,so2,nh3,AQI_PM25,AQI_PM10,AQI,AQI_Category,hour,day,weekday,month,pm2_5_3h_avg,pm10_3h_avg,co_3h_avg,no_3h_avg,no2_3h_avg,o3_3h_avg,so2_3h_avg,nh3_3h_avg,temp_c_3h_avg,humidity_3h_avg,pm2_5_24h_avg,pm10_24h_avg,co_24h_avg,no_24h_avg,no2_24h_avg,o3_24h_avg,so2_24h_avg,nh3_24h_avg,temp_c_24h_avg,humidity_24h_avg,pm2_5_lag_1h,pm2_5_lag_3h,pm2_5_lag_24h,pm10_lag_1h,pm10_lag_3h,pm10_lag_24h,co_lag_1h,co_lag_3h,co_lag_24h,no_lag_1h,no_lag_3h,no_lag_24h,no2_lag_1h,no2_lag_3h,no2_lag_24h,o3_lag_1h,o3_lag_3h,o3_lag_24h,so2_lag_1h,so2_lag_3h,so2_lag_24h,nh3_lag_1h,nh3_lag_3h,nh3_lag_24h,temp_c_lag_1h,temp_c_lag_3h,temp_c_lag_24h,humidity_lag_1h,humidity_lag_3h,humidity_lag_24h,AQI_lag_1h,AQI_lag_3h,AQI_lag_24h
1755986400,2025-08-23 22:00:00,2025-08-24 03:30:00,16.98,21.32,,,297.41,0.01,13.63,19.32,5.19,6.795,28.3,21.32,28,Good,3,24,6,8,16.98,21.32,297.41,0.01,13.63,19.32,5.19,6.795,,,16.98,21.32,297.41,0.01,13.63,19.32,5.19,6.795,,,16.98,16.98,16.98,21.32,21.32,21.32,297.41,297.41,297.41,0.01,0.01,0.01,13.63,13.63,13.63,19.32,19.32,19.32,5.19,5.19,5.19,6.795,6.795,6.795,,,,,,,28.0,28.0,28.0
1755990000,2025-08-23 23:00:00,2025-08-24 04:30:00,16.57,20.66,,,292.55,0.01,12.83,17.48,4.76,6.795,27.616666666666667,20.66,28,Good,4,24,6,8,16.775,20.99,294.98,0.01,13.23,18.4,4.975,6.795,,,16.775,20.99,294.98,0.01,13.23,18.4,4.975,6.795,,,16.98,16.98,16.98,21.32,21.32,21.32,297.41,297.41,297.41,0.01,0.01,0.01,13.63,13.63,13.63,19.32,19.32,19.32,5.19,5.19,5.19,6.795,6.795,6.795,,,,,,,28.0,28.0,28.0
1755993600,2025-08-24 00:00:00,2025-08-24 05:30:00,15.9,19.74,,,284.7,0.02,12.14,15.87,4.33,6.795,26.5,19.74,26,Good,5,24,6,8,16.483333333333334,20.57333333333333,291.55333333333334,0.0133333333333333,12.866666666666667,17.55666666666667,4.760000000000001,6.795,,,16.483333333333334,20.57333333333333,291.55333333333334,0.0133333333333333,12.866666666666667,17.55666666666667,4.760000000000001,6.795,,,16.57,16.98,16.98,20.66,21.32,21.32,292.55,297.41,297.41,0.01,0.01,0.01,12.83,13.63,13.63,17.48,19.32,19.32,4.76,5.19,5.19,6.795,6.795,6.795,,,,,,,28.0,28.0,28.0
1755997200,2025-08-24 01:00:00,2025-08-24 06:30:00,14.44,18.08,,,268.42,0.04,11.32,14.87,4.08,6.795,24.066666666666663,18.08,24,Good,6,24,6,8,15.636666666666663,19.49333333333333,281.89,0.0233333333333333,12.096666666666666,16.073333333333334,4.39,6.795,,,15.9725,19.95,285.77,0.02,12.48,16.884999999999998,4.59,6.795,,,15.9,16.98,16.98,19.74,21.32,21.32,284.7,297.41,297.41,0.02,0.01,0.01,12.14,13.63,13.63,15.87,19.32,19.32,4.33,5.19,5.19,6.795,6.795,6.795,,,,,,,26.0,28.0,28.0
1756000800,2025-08-24 02:00:00,2025-08-24 07:30:00,13.1,16.97,,,260.9,0.95,9.24,15.5,4.24,6.795,21.83333333333333,16.97,22,Good,7,24,6,8,14.48,18.26333333333333,271.34,0.3366666666666666,10.9,15.413333333333332,4.216666666666668,6.795,,,15.398,19.354,280.796,0.206,11.832,16.607999999999997,4.5200000000000005,6.795,,,14.44,16.57,16.98,18.08,20.66,21.32,268.42,292.55,297.41,0.04,0.01,0.01,11.32,12.83,13.63,14.87,17.48,19.32,4.08,4.76,5.19,6.795,6.795,6.795,,,,,,,24.0,28.0,28.0
1756004400,2025-08-24 03:00:00,2025-08-24 08:30:00,11.82,15.89,,,250.87,0.95,6.58,19.73,4.97,6.795,19.700000000000003,15.89,20,Good,8,24,6,8,13.12,16.98,260.06333333333333,0.6466666666666666,9.046666666666669,16.7,4.43,6.795,,,14.801666666666668,18.776666666666667,275.80833333333334,0.33,10.956666666666669,17.128333333333334,4.595,6.795,,,13.1,15.9,16.98,16.97,19.74,21.32,260.9,284.7,297.41,0.95,0.02,0.01,9.24,12.14,13.63,15.5,15.87,19.32,4.24,4.33,5.19,6.795,6.795,6.795,,,,,,,22.0,26.0,28.0
1756008000,2025-08-24 04:00:00,2025-08-24 09:30:00,11.35,15.05,,,214.23,0.95,6.03,29.18,8.26,6.795,18.916666666666668,15.05,19,Good,9,24,6,8,12.089999999999998,15.97,242.0,0.95,7.283333333333334,21.47,5.823333333333333,6.795,,,14.308571428571428,18.244285714285716,267.0114285714285,0.4185714285714285,10.252857142857142,18.85,5.118571428571428,6.795,,,11.82,14.44,16.98,15.89,18.08,21.32,250.87,268.42,297.41,0.95,0.04,0.01,6.58,11.32,13.63,19.73,14.87,19.32,4.97,4.08,5.19,6.795,6.795,6.795,,,,,,,20.0,24.0,28.0
1756011600,2025-08-24 05:00:00,2025-08-24 10:30:00,14.43,18.14,,,196.74,0.95,5.99,43.47,10.44,6.13,24.05,18.14,24,Good,10,24,6,8,12.533333333333331,16.36,220.61333333333332,0.95,6.2,30.793333333333333,7.89,6.573333333333333,,,14.32375,18.23125,258.2275,0.485,9.72,21.9275,5.78375,6.711875,,,11.35,13.1,16.98,15.05,16.97,21.32,214.23,260.9,297.41,0.95,0.95,0.01,6.03,9.24,13.63,29.18,15.5,19.32,8.26,4.24,5.19,6.795,6.795,6.795,,,,,,,19.0,22.0,28.0
1756015200,2025-08-24 06:00:00,2025-08-24 11:30:00,17.95,21.76,,,188.73,0.95,5.94,57.3,11.82,5.89,29.916666666666668,21.76,30,Good,11,24,6,8,14.576666666666666,18.316666666666663,199.9,0.95,5.986666666666667,43.31666666666666,10.173333333333334,6.271666666666666,,,14.726666666666668,18.62333333333333,250.5055555555556,0.5366666666666666,9.3,25.857777777777777,6.454444444444444,6.620555555555556,,,14.43,11.82,16.98,18.14,15.89,21.32,196.74,250.87,297.41,0.95,0.95,0.01,5.99,6.58,13.63,43.47,19.73,19.32,10.44,4.97,5.19,6.13,6.795,6.795,,,,,,,24.0,20.0,28.0
1756018800,2025-08-24 07:00:00,2025-08-24 12:30:00,14.02,17.06,,,174.12,0.95,5.31,54.74,10.46,4.71,23.366666666666667,17.06,23,Good,12,24,6,8,15.466666666666663,18.986666666666668,186.53,0.95,5.746666666666666,51.836666666666666,10.906666666666666,5.576666666666667,,,14.656,18.467,242.867,0.578,8.901,28.746,6.855,6.4295,,,17.95,11.35,16.98,21.76,15.05,21.32,188.73,214.23,297.41,0.95,0.95,0.01,5.94,6.03,13.63,57.3,29.18,19.32,11.82,8.26,5.19,5.89,6.795,6.795,,,,,,,30.0,19.0,28.0
1756022400,2025-08-24 08:00:00,2025-08-24 13:30:00,12.38,15.06,,,175.29,0.95,4.71,54.39,8.39,4.73,20.633333333333336,15.06,21,Good,13,24,6,8,14.783333333333331,17.96,179.38,0.95,5.32,55.47666666666667,10.223333333333334,5.11,,,14.44909090909091,18.157272727272726,236.7236363636364,0.6118181818181818,8.52,31.077272727272728,6.994545454545454,6.275,,,14.02,14.43,16.98,17.06,18.14,21.32,174.12,196.74,297.41,0.95,0.95,0.01,5.31,5.99,13.63,54.74,43.47,19.32,10.46,10.44,5.19,4.71,6.13,6.795,,,,,,,23.0,24.0,28.0
1756026000,2025-08-24 09:00:00,2025-08-24 14:30:00,13.84,16.58,,,180.68,0.94,4.37,60.98,7.12,5.24,23.066666666666663,16.58,23,Good,14,24,6,8,13.413333333333334,16.23333333333333,176.6966666666667,0.9466666666666668,4.796666666666667,56.70333333333334,8.656666666666668,4.8933333333333335,,,14.398333333333332,18.02583333333333,232.0533333333333,0.6391666666666667,8.174166666666666,33.56916666666667,7.005,6.18875,,,12.38,17.95,16.98,15.06,21.76,21.32,175.29,188.73,297.41,0.95,0.95,0.01,4.71,5.94,13.63,54.39,57.3,19.32,8.39,11.82,5.19,4.73,5.89,6.795,,,,,,,21.0,30.0,28.0
1756029600,2025-08-24 10:00:00,2025-08-24 15:30:00,16.8,19.86,,,190.83,0.68,4.48,69.26,6.81,6.0,28.000000000000004,19.86,28,Good,15,24,6,8,14.339999999999998,17.166666666666668,182.26666666666665,0.8566666666666666,4.5200000000000005,61.54333333333333,7.44,5.323333333333333,,,14.583076923076922,18.16692307692308,228.8823076923077,0.6423076923076922,7.890000000000001,36.31461538461539,6.99,6.174230769230769,,,13.84,14.02,16.98,16.58,17.06,21.32,180.68,174.12,297.41,0.94,0.95,0.01,4.37,5.31,13.63,60.98,54.74,19.32,7.12,10.46,5.19,5.24,4.71,6.795,,,,,,,23.0,23.0,28.0
1756033200,2025-08-24 11:00:00,2025-08-24 16:30:00,20.58,24.11,,,205.07,0.53,5.37,74.51,7.29,6.795,34.3,24.11,34,Good,16,24,6,8,17.073333333333334,20.183333333333334,192.19333333333336,0.7166666666666667,4.74,68.25,7.073333333333333,6.011666666666667,,,15.01142857142857,18.59142857142857,227.18142857142857,0.6342857142857142,7.71,39.04285714285714,7.011428571428572,6.218571428571429,,,16.8,12.38,16.98,19.86,15.06,21.32,190.83,175.29,297.41,0.68,0.95,0.01,4.48,4.71,13.63,69.26,54.39,19.32,6.81,8.39,5.19,6.0,4.73,6.795,,,,,,,28.0,21.0,28.0
1756036800,2025-08-24 12:00:00,2025-08-24 17:30:00,23.55,27.5,,,218.57,0.35,6.99,74.83,7.81,6.795,39.25,27.5,39,Good,17,24,6,8,20.31,23.82333333333333,204.82333333333332,0.52,5.613333333333334,72.86666666666666,7.303333333333332,6.53,,,15.580666666666668,19.18533333333333,226.60733333333332,0.6153333333333334,7.662000000000001,41.42866666666667,7.064666666666667,6.257000000000001,,,20.58,13.84,16.98,24.11,16.58,21.32,205.07,180.68,297.41,0.53,0.94,0.01,5.37,4.37,13.63,74.51,60.98,19.32,7.29,7.12,5.19,6.795,5.24,6.795,,,,,,,34.0,23.0,28.0
1756040400,2025-08-24 13:00:00,2025-08-24 18:30:00,24.95,29.38,,,232.94,0.06,9.18,69.92,7.8,6.795,41.583333333333336,29.38,42,Good,18,24,6,8,23.026666666666667,26.996666666666663,218.86,0.3133333333333333,7.18,73.08666666666666,7.633333333333333,6.795,,,16.166249999999998,19.8225,227.003125,0.580625,7.756875,43.209375,7.110625,6.290625,,,23.55,16.8,16.98,27.5,19.86,21.32,218.57,190.83,297.41,0.35,0.68,0.01,6.99,4.48,13.63,74.83,69.26,19.32,7.81,6.81,5.19,6.795,6.0,6.795,,,,,,,39.0,28.0,28.0
1756044000,2025-08-24 14:00:00,2025-08-24 19:30:00,25.7,31.13,,,264.0,0.0,11.03,63.09,6.98,6.795,42.833333333333336,31.13,43,Good,19,24,6,8,24.73333333333333,29.336666666666662,238.50333333333333,0.1366666666666666,9.066666666666666,69.28000000000002,7.53,6.795,,,16.72705882352941,20.487647058823526,229.1794117647059,0.546470588235294,7.949411764705883,44.37882352941177,7.102941176470588,6.320294117647059,,,24.95,20.58,16.98,29.38,24.11,21.32,232.94,205.07,297.41,0.06,0.53,0.01,9.18,5.37,13.63,69.92,74.51,19.32,7.8,7.29,5.19,6.795,6.795,6.795,,,,,,,42.0,34.0,28.0
1756047600,2025-08-24 15:00:00,2025-08-24 20:30:00,25.76,32.06,,,294.24,0.0,12.13,57.64,6.09,6.795,42.93333333333334,32.06,43,Good,20,24,6,8,25.47,30.856666666666666,263.7266666666667,0.02,10.78,63.55,6.956666666666667,6.795,,,17.22888888888889,21.13055555555556,232.7938888888889,0.5161111111111111,8.181666666666667,45.11555555555556,7.046666666666667,6.346666666666667,,,25.7,23.55,16.98,31.13,27.5,21.32,264.0,218.57,297.41,0.0,0.35,0.01,11.03,6.99,13.63,63.09,74.83,19.32,6.98,7.81,5.19,6.795,6.795,6.795,,,,,,,43.0,39.0,28.0
1756051200,2025-08-24 16:00:00,2025-08-24 21:30:00,25.36,32.28,,,313.48,0.0,12.57,52.79,5.18,6.795,42.266666666666666,32.28,42,Good,21,24,6,8,25.606666666666666,31.82333333333333,290.5733333333333,0.0,11.910000000000002,57.84,6.083333333333333,6.795,,,17.65684210526316,21.71736842105263,237.0405263157895,0.4889473684210526,8.41263157894737,45.51947368421053,6.94842105263158,6.370263157894737,,,25.76,24.95,16.98,32.06,29.38,21.32,294.24,232.94,297.41,0.0,0.06,0.01,12.13,9.18,13.63,57.64,69.92,19.32,6.09,7.8,5.19,6.795,6.795,6.795,,,,,,,43.0,42.0,28.0
1756054800,2025-08-24 17:00:00,2025-08-24 22:30:00,24.89,32.39,,,330.92,0.01,13.02,48.19,4.65,6.795,41.48333333333333,32.39,41,Good,22,24,6,8,25.336666666666662,32.24333333333333,312.88,0.0033333333333333,12.573333333333332,52.873333333333335,5.306666666666666,6.795,,,18.0185,22.251,241.73450000000005,0.4649999999999999,8.643,45.653000000000006,6.833499999999999,6.3915,,,25.36,25.7,16.98,32.28,31.13,21.32,313.48,264.0,297.41,0.0,0.0,0.01,12.57,11.03,13.63,52.79,63.09,19.32,5.18,6.98,5.19,6.795,6.795,6.795,,,,,,,42.0,43.0,28.0
1756058400,2025-08-24 18:00:00,2025-08-24 23:30:00,23.97,31.65,,,338.76,0.04,13.54,43.61,4.52,6.795,39.95,31.65,40,Good,23,24,6,8,24.74,32.10666666666666,327.72,0.0166666666666666,13.043333333333331,48.196666666666665,4.783333333333332,6.795,,,18.30190476190476,22.69857142857143,246.3547619047619,0.4447619047619047,8.876190476190477,45.55571428571428,6.723333333333334,6.410714285714286,,,24.89,25.76,16.98,32.39,32.06,21.32,330.92,294.24,297.41,0.01,0.0,0.01,13.02,12.13,13.63,48.19,57.64,19.32,4.65,6.09,5.19,6.795,6.795,6.795,,,,,,,41.0,43.0,28.0
1756062000,2025-08-24 19:00:00,2025-08-25 00:30:00,22.65,30.02,,,331.97,0.05,13.69,39.45,4.88,6.795,37.75,30.02,38,Good,0,25,0,8,23.836666666666662,31.353333333333328,333.8833333333334,0.0333333333333333,13.416666666666666,43.75,4.683333333333333,6.795,,,18.49954545454545,23.03136363636364,250.24636363636364,0.4268181818181817,9.095,45.27818181818182,6.639545454545455,6.428181818181818,,,23.97,25.36,16.98,31.65,32.28,21.32,338.76,313.48,297.41,0.04,0.0,0.01,13.54,12.57,13.63,43.61,52.79,19.32,4.52,5.18,5.19,6.795,6.795,6.795,,,,,,,40.0,42.0,28.0
1756065600,2025-08-24 20:00:00,2025-08-25 01:30:00,21.78,28.97,,,330.26,0.04,13.7,35.35,5.28,6.795,36.3,28.97,36,Good,1,25,0,8,22.8,30.213333333333328,333.66333333333336,0.0433333333333333,13.643333333333333,39.470000000000006,4.8933333333333335,6.795,,,18.64217391304348,23.289565217391303,253.7252173913044,0.41,9.295217391304348,44.84652173913044,6.580434782608696,6.4441304347826085,,,22.65,24.89,16.98,30.02,32.39,21.32,331.97,330.92,297.41,0.05,0.01,0.01,13.69,13.02,13.63,39.45,48.19,19.32,4.88,4.65,5.19,6.795,6.795,6.795,,,,,,,38.0,41.0,28.0
1756069200,2025-08-24 21:00:00,2025-08-25 02:30:00,21.09,28.04,,,327.62,0.03,13.37,32.19,5.6,6.795,35.15,28.04,35,Good,2,25,0,8,21.84,29.009999999999994,329.95,0.04,13.586666666666666,35.663333333333334,5.253333333333333,6.795,,,18.74416666666667,23.4875,256.8041666666667,0.3941666666666666,9.465,44.31916666666667,6.539583333333333,6.458749999999999,,,21.78,23.97,16.98,28.97,31.65,21.32,330.26,338.76,297.41,0.04,0.04,0.01,13.7,13.54,13.63,35.35,43.61,19.32,5.28,4.52,5.19,6.795,6.795,6.795,,,,,,,36.0,40.0,28.0
1756072800,2025-08-24 22:00:00,2025-08-25 03:30:00,20.34,26.92,,,324.91,0.02,12.76,29.6,5.71,6.795,33.9,26.92,34,Good,3,25,0,8,21.07,27.976666666666663,327.59666666666664,0.03,13.276666666666666,32.379999999999995,5.53,6.795,,,18.884166666666665,23.72083333333333,257.95,0.3945833333333333,9.42875,44.7475,6.56125,6.458750000000001,,,21.09,22.65,16.98,28.04,30.02,21.32,327.62,331.97,297.41,0.03,0.05,0.01,13.37,13.69,13.63,32.19,39.45,19.32,5.6,4.88,5.19,6.795,6.795,6.795,,,,,,,35.0,38.0,28.0
1756076400,2025-08-24 23:00:00,2025-08-25 04:30:00,19.32,25.44,,,324.18,0.01,11.96,27.28,5.36,6.795,32.2,25.44,32,Good,4,25,0,8,20.25,26.8,325.57,0.02,12.696666666666667,29.69,5.556666666666666,6.795,,,18.99875,23.92,259.2679166666667,0.3945833333333333,9.3925,45.15583333333333,6.586250000000001,6.458749999999999,,,20.34,21.78,16.57,26.92,28.97,20.66,324.91,330.26,292.55,0.02,0.04,0.01,12.76,13.7,12.83,29.6,35.35,17.48,5.71,5.28,4.76,6.795,6.795,6.795,,,,,,,34.0,36.0,28.0
1756080000,2025-08-25 00:00:00,2025-08-25 05:30:00,17.64,23.29,,,321.06,0.01,11.25,24.71,4.76,6.795,29.4,23.29,29,Good,5,25,0,8,19.1,25.216666666666665,323.3833333333334,0.0133333333333333,11.99,27.19666666666667,5.276666666666667,6.795,,,19.071250000000003,24.067916666666665,260.78291666666667,0.3941666666666667,9.355416666666668,45.524166666666666,6.604166666666667,6.458750000000001,,,19.32,21.09,15.9,25.44,28.04,19.74,324.18,327.62,284.7,0.01,0.03,0.02,11.96,13.37,12.14,27.28,32.19,15.87,5.36,5.6,4.33,6.795,6.795,6.795,,,,,,,32.0,35.0,26.0
1756083600,2025-08-25 01:00:00,2025-08-25 06:30:00,14.6,19.73,,,297.76,0.01,10.27,22.75,4.12,6.795,24.33333333333333,19.73,24,Good,6,25,0,8,17.186666666666664,22.82,314.3333333333333,0.01,11.160000000000002,24.913333333333338,4.746666666666667,6.795,,,19.077916666666667,24.13666666666667,262.0054166666667,0.3929166666666666,9.311666666666666,45.8525,6.605833333333333,6.458749999999999,,,17.64,20.34,14.44,23.29,26.92,18.08,321.06,324.91,268.42,0.01,0.02,0.04,11.25,12.76,11.32,24.71,29.6,14.87,4.76,5.71,4.08,6.795,6.795,6.795,,,,,,,29.0,34.0,24.0
1756087200,2025-08-25 02:00:00,2025-08-25 07:30:00,12.04,17.26,,,289.15,0.55,9.78,20.05,3.8,6.795,20.066666666666663,17.26,20,Good,7,25,0,8,14.759999999999998,20.09333333333333,302.6566666666667,0.19,10.433333333333332,22.50333333333333,4.226666666666667,6.795,,,19.03375,24.148750000000003,263.18249999999995,0.37625,9.334166666666668,46.04208333333333,6.5875,6.458749999999999,,,14.6,19.32,13.1,19.73,25.44,16.97,297.76,324.18,260.9,0.01,0.01,0.95,10.27,11.96,9.24,22.75,27.28,15.5,4.12,5.36,4.24,6.795,6.795,6.795,,,,,,,24.0,32.0,22.0
1756090800,2025-08-25 03:00:00,2025-08-25 08:30:00,10.02,15.43,,,283.35,0.95,8.04,21.18,3.95,6.795,16.7,15.43,17,Good,8,25,0,8,12.22,17.473333333333333,290.08666666666664,0.5033333333333333,9.363333333333332,21.326666666666668,3.956666666666667,6.795,,,18.95875,24.129583333333333,264.5358333333333,0.37625,9.395,46.1025,6.545000000000001,6.458749999999999,,,12.04,17.64,11.82,17.26,23.29,15.89,289.15,321.06,250.87,0.55,0.01,0.95,9.78,11.25,6.58,20.05,24.71,19.73,3.8,4.76,4.97,6.795,6.795,6.795,,,,,,,20.0,29.0,20.0
1756094400,2025-08-25 04:00:00,2025-08-25 09:30:00,9.01,14.2,,,259.22,0.95,6.61,29.04,6.36,6.795,15.016666666666667,14.2,15,Good,9,25,0,8,10.356666666666664,15.63,277.24,0.8166666666666668,8.143333333333333,23.42333333333333,4.703333333333333,6.795,,,18.86125,24.094166666666663,266.41041666666666,0.37625,9.419166666666667,46.09666666666666,6.465833333333332,6.458749999999999,,,10.02,14.6,11.35,15.43,19.73,15.05,283.35,297.76,214.23,0.95,0.01,0.95,8.04,10.27,6.03,21.18,22.75,29.18,3.95,4.12,8.26,6.795,6.795,6.795,,,,,,,17.0,24.0,19.0
1756098000,2025-08-25 05:00:00,2025-08-25 10:30:00,12.2,17.33,,,243.47,0.95,5.99,46.86,8.56,6.795,20.33333333333333,17.33,20,Good,10,25,0,8,10.409999999999998,15.65333333333333,262.0133333333333,0.95,6.88,32.36,6.29,6.795,,,18.76833333333333,24.060416666666665,268.3575,0.37625,9.419166666666667,46.23791666666667,6.387499999999999,6.486458333333334,,,9.01,12.04,14.43,14.2,17.26,18.14,259.22,289.15,196.74,0.95,0.55,0.95,6.61,9.78,5.99,29.04,20.05,43.47,6.36,3.8,10.44,6.795,6.795,6.13,,,,,,,15.0,20.0,24.0
1756101600,2025-08-25 06:00:00,2025-08-25 11:30:00,19.69,24.72,,,230.84,0.95,5.0,71.92,10.03,6.795,32.81666666666667,24.72,33,Good,11,25,0,8,13.633333333333333,18.75,244.51,0.95,5.866666666666667,49.27333333333333,8.316666666666668,6.795,,,18.84083333333333,24.18375,270.1120833333333,0.37625,9.38,46.84708333333333,6.312916666666666,6.524166666666666,,,12.2,10.02,17.95,17.33,15.43,21.76,243.47,283.35,188.73,0.95,0.95,0.95,5.99,8.04,5.94,46.86,21.18,57.3,8.56,3.95,11.82,6.795,6.795,5.89,,,,,,,20.0,17.0,30.0
1756105200,2025-08-25 07:00:00,2025-08-25 12:30:00,16.37,20.02,,,205.37,0.66,3.81,73.3,8.85,5.03,27.28333333333333,20.02,27,Good,12,25,0,8,16.086666666666666,20.689999999999998,226.56000000000003,0.8533333333333334,4.933333333333334,64.02666666666666,9.146666666666668,6.206666666666667,,,18.93875,24.30708333333333,271.4141666666667,0.3641666666666667,9.3175,47.62041666666666,6.245833333333333,6.5375000000000005,,,19.69,9.01,14.02,24.72,14.2,17.06,230.84,259.22,174.12,0.95,0.95,0.95,5.0,6.61,5.31,71.92,29.04,54.74,10.03,6.36,10.46,6.795,6.795,4.71,,,,,,,33.0,15.0,23.0
1756108800,2025-08-25 08:00:00,2025-08-25 13:30:00,14.06,17.17,,,201.69,0.44,3.08,73.62,7.39,4.35,23.433333333333334,17.17,23,Good,13,25,0,8,16.706666666666667,20.636666666666667,212.63333333333333,0.6833333333333332,3.963333333333333,72.94666666666666,8.756666666666666,5.391666666666666,,,19.00875,24.395,272.51416666666665,0.3429166666666667,9.249583333333334,48.421666666666674,6.204166666666667,6.521666666666666,,,16.37,12.2,12.38,20.02,17.33,15.06,205.37,243.47,175.29,0.66,0.95,0.95,3.81,5.99,4.71,73.3,46.86,54.39,8.85,8.56,8.39,5.03,6.795,4.73,,,,,,,27.0,20.0,21.0
1756112400,2025-08-25 09:00:00,2025-08-25 14:30:00,15.08,18.26,,,205.86,0.38,2.89,80.25,6.88,4.71,25.133333333333333,18.26,25,Good,14,25,0,8,15.17,18.48333333333333,204.3066666666667,0.4933333333333333,3.26,75.72333333333334,7.706666666666667,4.696666666666666,,,19.06041666666667,24.465000000000003,273.56333333333333,0.3195833333333333,9.187916666666666,49.224583333333335,6.194166666666667,6.499583333333334,,,14.06,19.69,13.84,17.17,24.72,16.58,201.69,230.84,180.68,0.44,0.95,0.94,3.08,5.0,4.37,73.62,71.92,60.98,7.39,10.03,7.12,4.35,6.795,5.24,,,,,,,23.0,33.0,23.0
1756116000,2025-08-25 10:00:00,2025-08-25 15:30:00,17.98,21.71,,,226.85,0.45,3.86,86.48,6.97,6.24,29.96666666666667,21.71,30,Good,15,25,0,8,15.706666666666663,19.046666666666667,211.46666666666667,0.4233333333333333,3.276666666666667,80.11666666666666,7.079999999999999,5.1000000000000005,,,19.109583333333333,24.54208333333333,275.06416666666667,0.31,9.162083333333332,49.942083333333336,6.200833333333333,6.509583333333334,,,15.08,16.37,16.8,18.26,20.02,19.86,205.86,205.37,190.83,0.38,0.66,0.68,2.89,3.81,4.48,80.25,73.3,69.26,6.88,8.85,6.81,4.71,5.03,6.0,,,,,,,25.0,27.0,28.0
1756119600,2025-08-25 11:00:00,2025-08-25 16:30:00,21.84,26.37,,,258.26,0.51,5.93,88.39,7.41,6.795,36.4,26.37,36,Good,16,25,0,8,18.3,22.113333333333333,230.32333333333332,0.4466666666666667,4.226666666666667,85.04,7.086666666666666,5.915,,,19.16208333333333,24.63625,277.28041666666667,0.3091666666666666,9.185416666666669,50.52041666666667,6.2058333333333335,6.509583333333333,,,17.98,14.06,20.58,21.71,17.17,24.11,226.85,201.69,205.07,0.45,0.44,0.53,3.86,3.08,5.37,86.48,73.62,74.51,6.97,7.39,7.29,6.24,4.35,6.795,,,,,,,30.0,23.0,34.0
1756123200,2025-08-25 12:00:00,2025-08-25 17:30:00,25.97,31.29,,,290.42,0.34,8.88,86.94,7.94,6.795,43.28333333333333,31.29,43,Good,17,25,0,8,21.93,26.456666666666663,258.51,0.4333333333333333,6.223333333333334,87.27,7.44,6.609999999999999,,,19.262916666666666,24.79416666666667,280.2741666666667,0.30875,9.264166666666666,51.025,6.21125,6.509583333333334,,,21.84,15.08,23.55,26.37,18.26,27.5,258.26,205.86,218.57,0.51,0.38,0.35,5.93,2.89,6.99,88.39,80.25,74.83,7.41,6.88,7.81,6.795,4.71,6.795,,,,,,,36.0,25.0,39.0
1756126800,2025-08-25 13:00:00,2025-08-25 18:30:00,30.55,36.92,,,330.89,0.05,12.4,82.29,7.88,6.795,57.893793103448274,36.92,37,Good,18,25,0,8,26.119999999999997,31.526666666666667,293.19,0.3,9.07,85.87333333333333,7.743333333333333,6.795,,,19.49625,25.10833333333333,284.35541666666666,0.3083333333333333,9.398333333333332,51.540416666666665,6.214583333333333,6.509583333333333,,,25.97,17.98,24.95,31.29,21.71,29.38,290.42,226.85,232.94,0.34,0.45,0.06,8.88,3.86,9.18,86.94,86.48,69.92,7.94,6.97,7.8,6.795,6.24,6.795,,,,,,,43.0,30.0,42.0
1756130400,2025-08-25 14:00:00,2025-08-25 19:30:00,35.08,42.97,,,374.14,0.0,14.21,78.5,7.44,6.795,57.893793103448274,42.97,58,Satisfactory,19,25,0,8,30.53333333333333,37.06,331.81666666666666,0.13,11.83,82.57666666666667,7.753333333333334,6.795,,,19.887083333333333,25.60166666666667,288.94458333333336,0.3083333333333333,9.530833333333332,52.1825,6.233750000000001,6.509583333333334,,,30.55,21.84,25.7,36.92,26.37,31.13,330.89,258.26,264.0,0.05,0.51,0.0,12.4,5.93,11.03,82.29,88.39,63.09,7.88,7.41,6.98,6.795,6.795,6.795,,,,,,,37.0,36.0,43.0
1756134000,2025-08-25 15:00:00,2025-08-25 20:30:00,38.92,48.29,,,403.07,0.0,14.62,77.44,7.13,6.795,64.38206896551725,48.29,64,Satisfactory,20,25,0,8,34.85,42.72666666666666,369.3666666666666,0.0166666666666666,13.743333333333332,79.41000000000001,7.483333333333333,6.795,,,20.435416666666665,26.277916666666663,293.4791666666667,0.3083333333333333,9.634583333333332,53.0075,6.277083333333334,6.509583333333333,,,35.08,25.97,25.76,42.97,31.29,32.06,374.14,290.42,294.24,0.0,0.34,0.0,14.21,8.88,12.13,78.5,86.94,57.64,7.44,7.94,6.09,6.795,6.795,6.795,,,,,,,58.0,43.0,43.0
